onset	duration	trial_type	value	sample
0.0	0.0	New Segment/	1	0
17.481	0.0	Stimulus/S200	131	17481
20.492	0.0	Stimulus/S 58	59	20492
21.692	0.0	Stimulus/S 32	33	21692
22.792	0.0	Stimulus/S 82	83	22792
24.091	0.0	Stimulus/S 85	86	24091
25.293	0.0	Stimulus/S102	103	25293
26.49	0.0	Stimulus/S129	130	26490
26.953	0.0	Stimulus/S222	132	26953
27.989	0.0	Stimulus/S 11	12	27989
29.089	0.0	Stimulus/S 59	60	29089
30.389	0.0	Stimulus/S101	102	30389
31.688	0.0	Stimulus/S 89	90	31688
32.888	0.0	Stimulus/S121	122	32888
34.187	0.0	Stimulus/S129	130	34187
34.777	0.0	Stimulus/S222	132	34777
35.687	0.0	Stimulus/S 53	54	35687
36.787	0.0	Stimulus/S 98	99	36787
38.086	0.0	Stimulus/S109	110	38086
39.186	0.0	Stimulus/S 72	73	39186
40.485	0.0	Stimulus/S129	130	40485
41.017	0.0	Stimulus/S222	132	41017
41.985	0.0	Stimulus/S124	125	41985
43.284	0.0	Stimulus/S 23	24	43284
44.584	0.0	Stimulus/S125	126	44584
45.684	0.0	Stimulus/S 91	92	45684
46.983	0.0	Stimulus/S129	130	46983
47.289	0.0	Stimulus/S222	132	47289
48.483	0.0	Stimulus/S 70	71	48483
49.782	0.0	Stimulus/S  2	3	49782
50.882	0.0	Stimulus/S110	111	50882
52.082	0.0	Stimulus/S129	130	52082
52.521	0.0	Stimulus/S222	132	52521
53.581	0.0	Stimulus/S110	111	53581
54.781	0.0	Stimulus/S 45	46	54781
55.981	0.0	Stimulus/S117	118	55981
57.08	0.0	Stimulus/S  3	4	57080
58.28	0.0	Stimulus/S 33	34	58280
59.38	0.0	Stimulus/S129	130	59380
59.737	0.0	Stimulus/S222	132	59737
60.878	0.0	Stimulus/S 26	27	60878
62.095	0.0	Stimulus/S 11	12	62095
63.295	0.0	Stimulus/S 38	39	63295
64.494	0.0	Stimulus/S 25	26	64494
65.594	0.0	Stimulus/S 53	54	65594
66.794	0.0	Stimulus/S129	130	66794
67.161	0.0	Stimulus/S222	132	67161
68.293	0.0	Stimulus/S 44	45	68293
69.493	0.0	Stimulus/S 42	43	69493
70.692	0.0	Stimulus/S 34	35	70692
71.792	0.0	Stimulus/S129	130	71792
72.281	0.0	Stimulus/S222	132	72281
73.291	0.0	Stimulus/S 48	49	73291
74.391	0.0	Stimulus/S 28	29	74391
75.691	0.0	Stimulus/S128	129	75691
76.79	0.0	Stimulus/S 35	36	76790
78.09	0.0	Stimulus/S129	130	78090
78.553	0.0	Stimulus/S222	132	78553
79.589	0.0	Stimulus/S  9	10	79589
80.889	0.0	Stimulus/S106	107	80889
81.989	0.0	Stimulus/S127	128	81989
83.088	0.0	Stimulus/S 40	41	83088
84.188	0.0	Stimulus/S106	107	84188
85.288	0.0	Stimulus/S129	130	85288
85.705	0.0	Stimulus/S222	132	85705
86.787	0.0	Stimulus/S 79	80	86787
87.887	0.0	Stimulus/S 99	100	87887
88.987	0.0	Stimulus/S 66	67	88987
90.186	0.0	Stimulus/S 79	80	90186
91.386	0.0	Stimulus/S 65	66	91386
92.585	0.0	Stimulus/S129	130	92585
92.953	0.0	Stimulus/S222	132	92953
94.085	0.0	Stimulus/S 42	43	94085
95.285	0.0	Stimulus/S 69	70	95285
96.484	0.0	Stimulus/S 17	18	96484
97.783	0.0	Stimulus/S129	130	97783
98.233	0.0	Stimulus/S222	132	98233
99.283	0.0	Stimulus/S  1	2	99283
100.583	0.0	Stimulus/S120	121	100583
101.782	0.0	Stimulus/S 41	42	101782
102.982	0.0	Stimulus/S129	130	102982
103.482	0.0	Stimulus/S222	132	103482
104.481	0.0	Stimulus/S 75	76	104481
105.781	0.0	Stimulus/S 26	27	105781
106.981	0.0	Stimulus/S 46	47	106981
108.08	0.0	Stimulus/S 56	57	108080
109.18	0.0	Stimulus/S129	130	109180
109.737	0.0	Stimulus/S222	132	109737
110.679	0.0	Stimulus/S103	104	110679
111.995	0.0	Stimulus/S 26	27	111995
113.195	0.0	Stimulus/S 10	11	113195
114.495	0.0	Stimulus/S 88	89	114495
115.594	0.0	Stimulus/S 66	67	115594
116.794	0.0	Stimulus/S129	130	116794
117.177	0.0	Stimulus/S222	132	117177
118.293	0.0	Stimulus/S 14	15	118293
119.393	0.0	Stimulus/S 57	58	119393
120.693	0.0	Stimulus/S 74	75	120693
121.792	0.0	Stimulus/S 47	48	121792
123.092	0.0	Stimulus/S 86	87	123092
124.292	0.0	Stimulus/S129	130	124292
124.745	0.0	Stimulus/S222	132	124745
125.791	0.0	Stimulus/S 86	87	125791
127.091	0.0	Stimulus/S  8	9	127091
128.29	0.0	Stimulus/S104	105	128290
129.49	0.0	Stimulus/S 60	61	129490
130.59	0.0	Stimulus/S129	130	130590
131.177	0.0	Stimulus/S222	132	131177
132.089	0.0	Stimulus/S 70	71	132089
133.388	0.0	Stimulus/S 34	35	133388
134.588	0.0	Stimulus/S111	112	134588
135.688	0.0	Stimulus/S129	130	135688
136.188	0.0	Stimulus/S222	132	136188
137.187	0.0	Stimulus/S 74	75	137187
138.487	0.0	Stimulus/S126	127	138487
139.687	0.0	Stimulus/S114	115	139687
140.786	0.0	Stimulus/S 19	20	140786
141.886	0.0	Stimulus/S129	130	141886
142.345	0.0	Stimulus/S222	132	142345
143.385	0.0	Stimulus/S122	123	143385
144.585	0.0	Stimulus/S 31	32	144585
145.785	0.0	Stimulus/S 57	58	145785
146.884	0.0	Stimulus/S 23	24	146884
147.984	0.0	Stimulus/S129	130	147984
148.425	0.0	Stimulus/S222	132	148425
149.483	0.0	Stimulus/S 81	82	149483
150.683	0.0	Stimulus/S 90	91	150683
151.783	0.0	Stimulus/S 61	62	151783
152.983	0.0	Stimulus/S115	116	152983
154.082	0.0	Stimulus/S 63	64	154082
155.282	0.0	Stimulus/S129	130	155282
155.625	0.0	Stimulus/S222	132	155625
156.781	0.0	Stimulus/S107	108	156781
157.981	0.0	Stimulus/S109	110	157981
159.08	0.0	Stimulus/S 71	72	159080
160.28	0.0	Stimulus/S129	130	160280
160.681	0.0	Stimulus/S222	132	160681
161.779	0.0	Stimulus/S113	114	161779
163.079	0.0	Stimulus/S  1	2	163079
164.395	0.0	Stimulus/S  4	5	164395
165.695	0.0	Stimulus/S129	130	165695
166.233	0.0	Stimulus/S222	132	166233
167.194	0.0	Stimulus/S 68	69	167194
168.394	0.0	Stimulus/S 63	64	168394
169.693	0.0	Stimulus/S102	103	169693
170.893	0.0	Stimulus/S 37	38	170893
171.993	0.0	Stimulus/S 73	74	171993
173.092	0.0	Stimulus/S129	130	173092
173.529	0.0	Stimulus/S222	132	173529
174.592	0.0	Stimulus/S  3	4	174592
175.692	0.0	Stimulus/S 51	52	175692
176.991	0.0	Stimulus/S 14	15	176991
178.191	0.0	Stimulus/S129	130	178191
178.601	0.0	Stimulus/S222	132	178601
179.69	0.0	Stimulus/S126	127	179690
180.99	0.0	Stimulus/S  2	3	180990
182.189	0.0	Stimulus/S 22	23	182189
183.389	0.0	Stimulus/S 21	22	183389
184.589	0.0	Stimulus/S129	130	184589
185.049	0.0	Stimulus/S222	132	185049
186.088	0.0	Stimulus/S 83	84	186088
187.388	0.0	Stimulus/S 59	60	187388
188.488	0.0	Stimulus/S 27	28	188488
189.587	0.0	Stimulus/S100	101	189587
190.787	0.0	Stimulus/S129	130	190787
191.225	0.0	Stimulus/S222	132	191225
192.286	0.0	Stimulus/S 93	94	192286
193.386	0.0	Stimulus/S 25	26	193386
194.486	0.0	Stimulus/S 89	90	194486
195.585	0.0	Stimulus/S 28	29	195585
196.884	0.0	Stimulus/S 32	33	196884
