onset	duration	trial_type	value	sample
0.0	0.0	New Segment/	1	0
28.457	0.0	Stimulus/S200	131	28457
31.354	0.0	Stimulus/S 76	77	31354
32.455	0.0	Stimulus/S 65	66	32455
33.554	0.0	Stimulus/S 87	88	33554
34.654	0.0	Stimulus/S129	130	34654
35.035	0.0	Stimulus/S222	132	35035
36.153	0.0	Stimulus/S 24	25	36153
37.352	0.0	Stimulus/S 40	41	37352
38.452	0.0	Stimulus/S 26	27	38452
39.552	0.0	Stimulus/S 43	44	39552
40.751	0.0	Stimulus/S129	130	40751
41.051	0.0	Stimulus/S222	132	41051
42.25	0.0	Stimulus/S111	112	42250
43.55	0.0	Stimulus/S 46	47	43550
44.85	0.0	Stimulus/S 99	100	44850
46.149	0.0	Stimulus/S129	130	46149
46.571	0.0	Stimulus/S222	132	46571
47.649	0.0	Stimulus/S 32	33	47649
48.848	0.0	Stimulus/S 37	38	48848
49.948	0.0	Stimulus/S  2	3	49948
51.247	0.0	Stimulus/S 22	23	51247
52.547	0.0	Stimulus/S 67	68	52547
53.847	0.0	Stimulus/S129	130	53847
54.251	0.0	Stimulus/S222	132	54251
55.346	0.0	Stimulus/S  1	2	55346
56.646	0.0	Stimulus/S  5	6	56646
57.746	0.0	Stimulus/S 30	31	57746
58.945	0.0	Stimulus/S120	121	58945
60.045	0.0	Stimulus/S129	130	60045
60.46	0.0	Stimulus/S222	132	60460
61.544	0.0	Stimulus/S 83	84	61544
62.744	0.0	Stimulus/S 23	24	62744
63.944	0.0	Stimulus/S119	120	63944
65.043	0.0	Stimulus/S 34	35	65043
66.342	0.0	Stimulus/S129	130	66342
66.715	0.0	Stimulus/S222	132	66715
67.842	0.0	Stimulus/S 59	60	67842
69.142	0.0	Stimulus/S108	109	69142
70.441	0.0	Stimulus/S 95	96	70441
71.641	0.0	Stimulus/S129	130	71641
72.203	0.0	Stimulus/S222	132	72203
73.14	0.0	Stimulus/S 91	92	73140
74.357	0.0	Stimulus/S 70	71	74357
75.557	0.0	Stimulus/S104	105	75557
76.756	0.0	Stimulus/S 40	41	76756
78.055	0.0	Stimulus/S129	130	78055
78.395	0.0	Stimulus/S222	132	78395
79.555	0.0	Stimulus/S 52	53	79555
80.655	0.0	Stimulus/S123	124	80655
81.755	0.0	Stimulus/S 17	18	81755
82.854	0.0	Stimulus/S 38	39	82854
83.954	0.0	Stimulus/S 13	14	83954
85.153	0.0	Stimulus/S129	130	85153
85.499	0.0	Stimulus/S222	132	85499
86.653	0.0	Stimulus/S 36	37	86653
87.853	0.0	Stimulus/S 50	51	87853
