onset	duration	trial_type	value	sample
0.0	0.0	New Segment/	1	0
70.988	0.0	Stimulus/S200	130	70988
73.97	0.0	Stimulus/S104	105	73970
75.468	0.0	Stimulus/S 88	89	75468
77.017	0.0	Stimulus/S 58	59	77017
78.601	0.0	Stimulus/S127	128	78601
80.081	0.0	Stimulus/S 53	54	80081
81.614	0.0	Stimulus/S 82	83	81614
83.13	0.0	Stimulus/S128	129	83130
84.679	0.0	Stimulus/S 63	64	84679
86.195	0.0	Stimulus/S 87	88	86195
87.728	0.0	Stimulus/S  1	2	87728
89.244	0.0	Stimulus/S 84	85	89244
90.81	0.0	Stimulus/S 33	34	90810
92.36	0.0	Stimulus/S 36	37	92360
93.876	0.0	Stimulus/S 76	77	93876
95.459	0.0	Stimulus/S 46	47	95459
97.058	0.0	Stimulus/S123	124	97058
98.624	0.0	Stimulus/S 54	55	98624
100.207	0.0	Stimulus/S 97	98	100207
101.74	0.0	Stimulus/S 77	78	101740
103.289	0.0	Stimulus/S 49	50	103289
104.872	0.0	Stimulus/S 15	16	104872
106.438	0.0	Stimulus/S 28	29	106438
108.004	0.0	Stimulus/S 52	53	108004
109.604	0.0	Stimulus/S  5	6	109604
111.187	0.0	Stimulus/S118	119	111187
112.736	0.0	Stimulus/S 81	82	112736
114.286	0.0	Stimulus/S 16	17	114286
115.869	0.0	Stimulus/S 80	81	115869
117.402	0.0	Stimulus/S 37	38	117402
118.968	0.0	Stimulus/S 31	32	118968
120.534	0.0	Stimulus/S 27	28	120534
122.05	0.0	Stimulus/S 47	48	122050
123.616	0.0	Stimulus/S 45	46	123616
125.166	0.0	Stimulus/S 94	95	125166
126.682	0.0	Stimulus/S 64	65	126682
128.198	0.0	Stimulus/S 59	60	128198
129.797	0.0	Stimulus/S 50	51	129797
131.33	0.0	Stimulus/S110	111	131330
132.846	0.0	Stimulus/S 22	23	132846
134.412	0.0	Stimulus/S 78	79	134412
135.962	0.0	Stimulus/S 43	44	135962
137.511	0.0	Stimulus/S 42	43	137511
139.094	0.0	Stimulus/S111	112	139094
140.61	0.0	Stimulus/S 92	93	140610
142.177	0.0	Stimulus/S114	115	142177
143.76	0.0	Stimulus/S 91	92	143760
145.359	0.0	Stimulus/S 83	84	145359
146.958	0.0	Stimulus/S 17	18	146958
148.541	0.0	Stimulus/S 89	90	148541
150.091	0.0	Stimulus/S 39	40	150091
151.69	0.0	Stimulus/S 19	20	151690
153.206	0.0	Stimulus/S 44	45	153206
154.756	0.0	Stimulus/S 72	73	154756
156.272	0.0	Stimulus/S 57	58	156272
157.838	0.0	Stimulus/S120	121	157838
159.354	0.0	Stimulus/S 18	19	159354
160.87	0.0	Stimulus/S 56	57	160870
162.437	0.0	Stimulus/S 69	70	162437
164.019	0.0	Stimulus/S 11	12	164019
165.519	0.0	Stimulus/S 20	21	165519
167.085	0.0	Stimulus/S 38	39	167085
168.668	0.0	Stimulus/S109	110	168668
170.201	0.0	Stimulus/S 99	100	170201
171.75	0.0	Stimulus/S 21	22	171750
173.35	0.0	Stimulus/S112	113	173350
174.916	0.0	Stimulus/S 79	80	174916
176.432	0.0	Stimulus/S108	109	176432
177.948	0.0	Stimulus/S102	103	177948
179.481	0.0	Stimulus/S 29	30	179481
181.031	0.0	Stimulus/S 30	31	181031
182.563	0.0	Stimulus/S 71	72	182563
184.146	0.0	Stimulus/S103	104	184146
185.729	0.0	Stimulus/S 74	75	185729
187.262	0.0	Stimulus/S100	101	187262
188.778	0.0	Stimulus/S 35	36	188778
190.361	0.0	Stimulus/S101	102	190361
191.894	0.0	Stimulus/S 67	68	191894
193.46	0.0	Stimulus/S 62	63	193460
194.959	0.0	Stimulus/S 75	76	194959
196.559	0.0	Stimulus/S 24	25	196559
198.142	0.0	Stimulus/S 96	97	198142
199.641	0.0	Stimulus/S113	114	199641
201.191	0.0	Stimulus/S  8	9	201191
202.723	0.0	Stimulus/S121	122	202723
204.256	0.0	Stimulus/S  9	10	204256
205.839	0.0	Stimulus/S126	127	205839
207.422	0.0	Stimulus/S 66	67	207422
208.988	0.0	Stimulus/S  4	5	208988
210.571	0.0	Stimulus/S107	108	210571
212.137	0.0	Stimulus/S 25	26	212137
213.703	0.0	Stimulus/S106	107	213703
215.219	0.0	Stimulus/S  6	7	215219
216.735	0.0	Stimulus/S119	120	216735
218.285	0.0	Stimulus/S 61	62	218285
219.818	0.0	Stimulus/S 55	56	219818
221.417	0.0	Stimulus/S 12	13	221417
222.983	0.0	Stimulus/S115	116	222983
224.55	0.0	Stimulus/S 26	27	224550
226.049	0.0	Stimulus/S122	123	226049
227.649	0.0	Stimulus/S 32	33	227649
229.248	0.0	Stimulus/S 13	14	229248
230.764	0.0	Stimulus/S 65	66	230764
232.347	0.0	Stimulus/S 73	74	232347
233.846	0.0	Stimulus/S124	125	233846
235.396	0.0	Stimulus/S 86	87	235396
236.946	0.0	Stimulus/S 98	99	236946
238.478	0.0	Stimulus/S 51	52	238478
