onset	duration	trial_type	value	sample
0.0	0.0	New Segment/	1	0
89.077	0.0	Stimulus/S200	131	89077
91.343	0.0	Stimulus/S 84	85	91343
92.642	0.0	Stimulus/S 85	86	92642
93.742	0.0	Stimulus/S 79	80	93742
95.042	0.0	Stimulus/S114	115	95042
96.341	0.0	Stimulus/S 79	80	96341
97.441	0.0	Stimulus/S129	130	97441
98.94	0.0	Stimulus/S117	118	98940
100.14	0.0	Stimulus/S 55	56	100140
101.239	0.0	Stimulus/S 58	59	101239
102.439	0.0	Stimulus/S 78	79	102439
103.738	0.0	Stimulus/S 30	31	103738
105.038	0.0	Stimulus/S129	130	105038
105.566	0.0	Stimulus/S222	132	105566
106.537	0.0	Stimulus/S107	108	106537
107.837	0.0	Stimulus/S122	123	107837
108.937	0.0	Stimulus/S121	122	108937
110.036	0.0	Stimulus/S 91	92	110036
111.336	0.0	Stimulus/S129	130	111336
111.726	0.0	Stimulus/S222	132	111726
112.835	0.0	Stimulus/S 23	24	112835
113.935	0.0	Stimulus/S 65	66	113935
115.135	0.0	Stimulus/S 87	88	115135
116.434	0.0	Stimulus/S 58	59	116434
117.534	0.0	Stimulus/S129	130	117534
118.062	0.0	Stimulus/S222	132	118062
119.033	0.0	Stimulus/S 36	37	119033
120.333	0.0	Stimulus/S107	108	120333
121.632	0.0	Stimulus/S 61	62	121632
122.732	0.0	Stimulus/S 15	16	122732
123.932	0.0	Stimulus/S129	130	123932
124.606	0.0	Stimulus/S222	132	124606
125.431	0.0	Stimulus/S124	125	125431
126.731	0.0	Stimulus/S113	114	126731
127.931	0.0	Stimulus/S108	109	127931
129.23	0.0	Stimulus/S129	130	129230
129.791	0.0	Stimulus/S222	132	129791
130.729	0.0	Stimulus/S 93	94	130729
132.029	0.0	Stimulus/S 95	96	132029
133.145	0.0	Stimulus/S  9	10	133145
134.345	0.0	Stimulus/S 14	15	134345
135.445	0.0	Stimulus/S129	130	135445
135.934	0.0	Stimulus/S222	132	135934
136.944	0.0	Stimulus/S 16	17	136944
138.044	0.0	Stimulus/S 83	84	138044
139.244	0.0	Stimulus/S116	117	139244
140.343	0.0	Stimulus/S111	112	140343
141.443	0.0	Stimulus/S110	111	141443
142.742	0.0	Stimulus/S129	130	142742
143.15	0.0	Stimulus/S222	132	143150
144.242	0.0	Stimulus/S126	127	144242
145.442	0.0	Stimulus/S125	126	145442
146.541	0.0	Stimulus/S  1	2	146541
147.641	0.0	Stimulus/S 56	57	147641
148.74	0.0	Stimulus/S 20	21	148740
150.04	0.0	Stimulus/S129	130	150040
150.462	0.0	Stimulus/S222	132	150462
151.539	0.0	Stimulus/S 69	70	151539
152.739	0.0	Stimulus/S 19	20	152739
153.939	0.0	Stimulus/S 75	76	153939
155.138	0.0	Stimulus/S129	130	155138
155.598	0.0	Stimulus/S222	132	155598
156.638	0.0	Stimulus/S 24	25	156638
157.937	0.0	Stimulus/S127	128	157937
159.137	0.0	Stimulus/S 27	28	159137
160.236	0.0	Stimulus/S129	130	160236
161.736	0.0	Stimulus/S 83	84	161736
163.036	0.0	Stimulus/S102	103	163036
164.136	0.0	Stimulus/S 12	13	164136
165.335	0.0	Stimulus/S129	130	165335
165.822	0.0	Stimulus/S222	132	165822
166.834	0.0	Stimulus/S 84	85	166834
168.134	0.0	Stimulus/S 29	30	168134
169.434	0.0	Stimulus/S 28	29	169434
170.634	0.0	Stimulus/S 52	53	170634
171.933	0.0	Stimulus/S129	130	171933
172.366	0.0	Stimulus/S222	132	172366
173.432	0.0	Stimulus/S 69	70	173432
174.532	0.0	Stimulus/S 99	100	174532
175.831	0.0	Stimulus/S106	107	175831
176.932	0.0	Stimulus/S  7	8	176932
178.131	0.0	Stimulus/S129	130	178131
178.526	0.0	Stimulus/S222	132	178526
179.63	0.0	Stimulus/S 90	91	179630
180.73	0.0	Stimulus/S 83	84	180730
181.93	0.0	Stimulus/S 66	67	181930
183.246	0.0	Stimulus/S129	130	183246
183.822	0.0	Stimulus/S222	132	183822
184.745	0.0	Stimulus/S 26	27	184745
185.945	0.0	Stimulus/S107	108	185945
187.145	0.0	Stimulus/S 88	89	187145
188.444	0.0	Stimulus/S 24	25	188444
189.544	0.0	Stimulus/S129	130	189544
189.982	0.0	Stimulus/S222	132	189982
191.043	0.0	Stimulus/S 98	99	191043
192.143	0.0	Stimulus/S 25	26	192143
193.343	0.0	Stimulus/S 48	49	193343
194.542	0.0	Stimulus/S 44	45	194542
195.642	0.0	Stimulus/S117	118	195642
196.842	0.0	Stimulus/S129	130	196842
197.294	0.0	Stimulus/S222	132	197294
198.341	0.0	Stimulus/S 88	89	198341
199.64	0.0	Stimulus/S 22	23	199640
200.84	0.0	Stimulus/S 97	98	200840
201.94	0.0	Stimulus/S129	130	201940
202.35	0.0	Stimulus/S222	132	202350
203.439	0.0	Stimulus/S 86	87	203439
204.739	0.0	Stimulus/S 10	11	204739
205.839	0.0	Stimulus/S 60	61	205839
207.138	0.0	Stimulus/S 33	34	207138
208.238	0.0	Stimulus/S129	130	208238
209.231	0.0	Stimulus/S222	132	209231
209.737	0.0	Stimulus/S 14	15	209737
211.037	0.0	Stimulus/S105	106	211037
212.237	0.0	Stimulus/S 16	17	212237
