onset	duration	trial_type	value	sample
0.0	0.0	New Segment/	1	0
56.212	0.0	Stimulus/S200	130	56212
59.191	0.0	Stimulus/S126	127	59191
60.739	0.0	Stimulus/S 28	29	60739
62.288	0.0	Stimulus/S114	115	62288
63.855	0.0	Stimulus/S 27	28	63855
65.435	0.0	Stimulus/S116	117	65435
66.984	0.0	Stimulus/S  3	4	66984
68.534	0.0	Stimulus/S121	122	68534
70.033	0.0	Stimulus/S 25	26	70033
71.549	0.0	Stimulus/S 54	55	71549
73.132	0.0	Stimulus/S  5	6	73132
74.682	0.0	Stimulus/S 87	88	74682
76.281	0.0	Stimulus/S104	105	76281
77.847	0.0	Stimulus/S 35	36	77847
79.347	0.0	Stimulus/S 65	66	79347
80.913	0.0	Stimulus/S  2	3	80913
82.512	0.0	Stimulus/S 39	40	82512
84.095	0.0	Stimulus/S102	103	84095
85.695	0.0	Stimulus/S 80	81	85695
87.294	0.0	Stimulus/S 57	58	87294
88.877	0.0	Stimulus/S 31	32	88877
90.476	0.0	Stimulus/S 71	72	90476
92.059	0.0	Stimulus/S 86	87	92059
93.575	0.0	Stimulus/S111	112	93575
95.158	0.0	Stimulus/S 97	98	95158
96.724	0.0	Stimulus/S 85	86	96724
98.29	0.0	Stimulus/S 15	16	98290
99.823	0.0	Stimulus/S 90	91	99823
101.389	0.0	Stimulus/S 73	74	101389
102.906	0.0	Stimulus/S 42	43	102906
104.405	0.0	Stimulus/S 93	94	104405
105.905	0.0	Stimulus/S 45	46	105905
107.438	0.0	Stimulus/S 47	48	107438
108.954	0.0	Stimulus/S 38	39	108954
110.47	0.0	Stimulus/S 40	41	110470
112.053	0.0	Stimulus/S 66	67	112053
113.585	0.0	Stimulus/S 94	95	113585
115.135	0.0	Stimulus/S 26	27	115135
116.651	0.0	Stimulus/S 21	22	116651
118.201	0.0	Stimulus/S119	120	118201
119.783	0.0	Stimulus/S123	124	119783
121.366	0.0	Stimulus/S108	109	121366
122.899	0.0	Stimulus/S 55	56	122899
124.465	0.0	Stimulus/S 33	34	124465
126.031	0.0	Stimulus/S 46	47	126031
127.597	0.0	Stimulus/S 19	20	127597
129.18	0.0	Stimulus/S 37	38	129180
130.763	0.0	Stimulus/S124	125	130763
132.263	0.0	Stimulus/S 60	61	132263
133.779	0.0	Stimulus/S117	118	133779
135.328	0.0	Stimulus/S 20	21	135328
136.878	0.0	Stimulus/S 76	77	136878
138.377	0.0	Stimulus/S 32	33	138377
139.943	0.0	Stimulus/S122	123	139943
141.51	0.0	Stimulus/S 68	69	141510
143.026	0.0	Stimulus/S115	116	143026
144.625	0.0	Stimulus/S 58	59	144625
146.191	0.0	Stimulus/S120	121	146191
147.758	0.0	Stimulus/S 88	89	147758
149.307	0.0	Stimulus/S 61	62	149307
150.89	0.0	Stimulus/S  8	9	150890
152.423	0.0	Stimulus/S 10	11	152423
153.939	0.0	Stimulus/S 50	51	153939
155.505	0.0	Stimulus/S 74	75	155505
157.004	0.0	Stimulus/S113	114	157004
158.571	0.0	Stimulus/S105	106	158571
160.103	0.0	Stimulus/S  4	5	160103
161.686	0.0	Stimulus/S 24	25	161686
163.236	0.0	Stimulus/S 11	12	163236
164.769	0.0	Stimulus/S 77	78	164769
166.351	0.0	Stimulus/S  1	2	166351
167.934	0.0	Stimulus/S112	113	167934
169.434	0.0	Stimulus/S 51	52	169434
171.017	0.0	Stimulus/S 23	24	171017
172.549	0.0	Stimulus/S 78	79	172549
174.099	0.0	Stimulus/S 84	85	174099
175.648	0.0	Stimulus/S 29	30	175648
177.165	0.0	Stimulus/S 43	44	177165
178.731	0.0	Stimulus/S100	101	178731
