onset	duration	trial_type	value	sample
0.0	0.0	New Segment/	1	0
71.253	0.0	Stimulus/S200	130	71253
74.248	0.0	Stimulus/S  2	3	74248
75.797	0.0	Stimulus/S 98	99	75797
77.363	0.0	Stimulus/S 36	37	77363
78.876	0.0	Stimulus/S 50	51	78876
80.427	0.0	Stimulus/S126	127	80427
81.926	0.0	Stimulus/S104	105	81926
83.476	0.0	Stimulus/S 30	31	83476
85.025	0.0	Stimulus/S 13	14	85025
86.625	0.0	Stimulus/S 56	57	86625
88.158	0.0	Stimulus/S 31	32	88158
89.74	0.0	Stimulus/S  9	10	89740
91.256	0.0	Stimulus/S 18	19	91256
92.839	0.0	Stimulus/S 82	83	92839
94.372	0.0	Stimulus/S 34	35	94372
95.955	0.0	Stimulus/S114	115	95955
97.471	0.0	Stimulus/S108	109	97471
99.07	0.0	Stimulus/S 54	55	99070
100.637	0.0	Stimulus/S 52	53	100637
102.236	0.0	Stimulus/S128	129	102236
103.785	0.0	Stimulus/S 67	68	103785
105.318	0.0	Stimulus/S 74	75	105318
106.851	0.0	Stimulus/S105	106	106851
108.384	0.0	Stimulus/S 79	80	108384
109.917	0.0	Stimulus/S 27	28	109917
111.45	0.0	Stimulus/S 77	78	111450
113.032	0.0	Stimulus/S107	108	113032
114.582	0.0	Stimulus/S 62	63	114582
116.098	0.0	Stimulus/S 85	86	116098
117.648	0.0	Stimulus/S 19	20	117648
119.147	0.0	Stimulus/S 73	74	119147
120.713	0.0	Stimulus/S 95	96	120713
122.23	0.0	Stimulus/S 90	91	122230
123.812	0.0	Stimulus/S118	119	123812
125.395	0.0	Stimulus/S 25	26	125395
126.995	0.0	Stimulus/S 12	13	126995
128.561	0.0	Stimulus/S 94	95	128561
130.077	0.0	Stimulus/S116	117	130077
131.676	0.0	Stimulus/S 93	94	131676
133.226	0.0	Stimulus/S 96	97	133226
134.742	0.0	Stimulus/S 76	77	134742
136.325	0.0	Stimulus/S102	103	136325
137.874	0.0	Stimulus/S 57	58	137874
139.474	0.0	Stimulus/S 29	30	139474
141.057	0.0	Stimulus/S 89	90	141057
142.623	0.0	Stimulus/S122	123	142623
144.156	0.0	Stimulus/S 47	48	144156
145.722	0.0	Stimulus/S 68	69	145722
147.288	0.0	Stimulus/S 61	62	147288
148.887	0.0	Stimulus/S 22	23	148887
150.42	0.0	Stimulus/S124	125	150420
151.936	0.0	Stimulus/S 17	18	151936
153.469	0.0	Stimulus/S 49	50	153469
154.985	0.0	Stimulus/S115	116	154985
156.485	0.0	Stimulus/S 83	84	156485
157.984	0.0	Stimulus/S 86	87	157984
159.534	0.0	Stimulus/S 37	38	159534
161.133	0.0	Stimulus/S 43	44	161133
162.65	0.0	Stimulus/S 78	79	162650
164.166	0.0	Stimulus/S 80	81	164166
165.732	0.0	Stimulus/S 65	66	165732
167.298	0.0	Stimulus/S125	126	167298
168.847	0.0	Stimulus/S 51	52	168847
170.364	0.0	Stimulus/S 15	16	170364
171.913	0.0	Stimulus/S100	101	171913
173.463	0.0	Stimulus/S 44	45	173463
175.062	0.0	Stimulus/S 75	76	175062
176.662	0.0	Stimulus/S  8	9	176662
178.178	0.0	Stimulus/S 81	82	178178
179.761	0.0	Stimulus/S127	128	179761
181.31	0.0	Stimulus/S 28	29	181310
182.826	0.0	Stimulus/S 69	70	182826
184.342	0.0	Stimulus/S120	121	184342
185.909	0.0	Stimulus/S 11	12	185909
187.491	0.0	Stimulus/S  5	6	187491
189.041	0.0	Stimulus/S 35	36	189041
190.59	0.0	Stimulus/S113	114	190590
